MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,MEAN_ANOMALY,NORAD_CAT_ID,BSTAR,USER_DEFINED_EPOCH_TIMESTAMP
1.00273272,0.0005013,3.0539,81.7939,150.1602,23581,0.0001,2454195.9407572453
